자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-07444,2017-09-01 01:32:21,00521,왕십리역 11번 출구 앞,6,2017-09-01 01:42:43,00525,한양대병원사거리,12,9,240.00,1994,M,내국인,ST-237,ST-241,LCD자전거
SPB-12191,2017-09-01 00:32:30,00184,망원우체국사거리 인근,2,2017-09-01 01:42:46,00113,홍대입구역 2번출구 앞,17,66,560.00,1996,F,내국인,ST-342,ST-18,LCD자전거
SPB-05196,2017-09-01 00:54:34,00911,은평평화공원(역촌역4번출구),5,2017-09-01 01:42:47,00927,연신내역 3번출구 인근,3,47,2370.00,1999,F,내국인,ST-459,ST-475,LCD자전거
SPB-07868,2017-09-01 01:31:46,00625,답십리초등학교 앞(현대시장 옆),5,2017-09-01 01:42:49,00616,서울시립대 정문 앞 A,2,10,200.00,1993,M,내국인,ST-393,ST-275,LCD자전거
SPB-12137,2017-09-01 01:21:12,01501,"미아역 3번,4번 출구 사이",4,2017-09-01 01:42:49,01319,종암박스파크,10,20,640.00,1999,M,내국인,ST-948,ST-564,LCD자전거
SPB-12083,2017-09-01 01:22:08,01001,광진교 남단 사거리(천호공원 방면),1,2017-09-01 01:42:57,00551,구의삼성쉐르빌 앞,8,20,1160.00,1988,M,내국인,ST-485,ST-377,LCD자전거
SPB-02674,2017-09-01 01:01:13,00176,명지대학교 도서관,5,2017-09-01 01:43:00,00182,망원2빗물펌프장 앞,3,41,8010.00,1993,M,내국인,ST-555,ST-340,LCD자전거
SPB-02898,2017-09-01 01:34:32,00826,서울역 서부교차로2,7,2017-09-01 01:43:16,00820,청파동입구 교차로,6,8,1210.00,1965,M,내국인,ST-946,ST-439,LCD자전거
SPB-06379,2017-09-01 01:30:11,01610,화랑대역 2번출구 앞,1,2017-09-01 01:43:19,01420,신내어울공원 앞,4,12,1760.00,1993,M,내국인,ST-603,ST-585,LCD자전거
SPB-05476,2017-09-01 01:36:59,00216,삼부아파트1동 앞,5,2017-09-01 01:43:22,00222,시범아파트버스정류장 옆,12,5,900.00,1999,F,내국인,ST-65,ST-68,LCD자전거
SPB-08038,2017-09-01 01:29:34,00268,그랜드컨벤션센터 앞,\N,2017-09-01 01:43:25,00238,제2구민체육센타 앞,5,13,1200.00,1990,M,내국인,ST-422,ST-287,LCD자전거
SPB-11627,2017-09-01 01:37:02,00641,용두역 4번출구,6,2017-09-01 01:43:30,00642,신답역 사거리,4,6,580.00,1955,M,내국인,ST-408,ST-409,LCD자전거
SPB-02693,2017-09-01 01:28:21,00250,대림아파트 사거리,5,2017-09-01 01:43:34,00224,롯데캐슬 앞,18,14,1900.00,1958,F,내국인,ST-298,ST-70,LCD자전거
SPB-04601,2017-09-01 01:37:20,00573,구의문주차장 앞,1,2017-09-01 01:43:41,00500,어린이대공원역 3번출구 앞,2,5,1050.00,1992,M,내국인,ST-384,ST-97,LCD자전거
SPB-07657,2017-09-01 00:42:04,00109,제일빌딩 앞,5,2017-09-01 01:43:43,00157,애오개역 4번출구 앞,6,57,2100.00,1986,M,내국인,ST-11,ST-214,LCD자전거
SPB-09283,2017-09-01 01:11:12,00160,북아현동 가구거리,1,2017-09-01 01:43:52,00258,신길역3번출구,4,32,0.00,\N,\N,비회원,ST-217,ST-306,LCD자전거
SPB-08643,2017-09-01 01:32:09,00178,증산3교 앞,10,2017-09-01 01:43:58,00907,CJ 드림시티,10,10,0.00,1965,M,내국인,ST-349,ST-455,LCD자전거
SPB-02525,2017-09-01 01:02:24,00154,마포구청역,1,2017-09-01 01:44:01,01141,곰달래 문화복지센터 A,10,41,9600.00,1989,M,내국인,ST-211,ST-535,LCD자전거
SPB-08989,2017-09-01 00:44:08,00167,연가초등학교 옆,1,2017-09-01 01:44:02,00168,남가좌동 사거리,20,56,4400.00,1989,M,내국인,ST-224,ST-225,LCD자전거
SPB-04887,2017-09-01 01:33:13,00909,백련산 힐스테이트 3차,6,2017-09-01 01:44:02,00915,증산역 4번출구,3,10,1940.00,1974,M,내국인,ST-457,ST-463,LCD자전거
SPB-05594,2017-09-01 01:38:50,00257,신길삼거리(우리은행),3,2017-09-01 01:44:06,00242,신길선원가와인아파트 앞,13,4,1010.00,1987,M,내국인,ST-305,ST-291,LCD자전거
SPB-01825,2017-09-01 01:30:25,00909,백련산 힐스테이트 3차,4,2017-09-01 01:44:17,00931,역촌파출소,1,13,2820.00,1980,M,내국인,ST-457,ST-479,LCD자전거
SPB-03538,2017-09-01 01:34:18,00372,약수역 3번출구 뒤,5,2017-09-01 01:44:20,00347,동대문역사문화공원역 9번출구 앞,15,9,1840.00,1992,M,내국인,ST-187,ST-163,LCD자전거
SPB-09262,2017-09-01 01:35:52,00372,약수역 3번출구 뒤,3,2017-09-01 01:44:23,00347,동대문역사문화공원역 9번출구 앞,16,8,1590.00,1991,M,내국인,ST-187,ST-163,LCD자전거
SPB-10562,2017-09-01 01:25:21,00418,월드컵경기장역 3번출구 옆,8,2017-09-01 01:44:33,00915,증산역 4번출구,10,18,490.00,1982,M,내국인,ST-89,ST-463,LCD자전거
SPB-04856,2017-09-01 01:15:03,01636,상계주공2단지 버스정류장 옆,6,2017-09-01 01:44:35,01639,희성오피앙,10,29,3780.00,1994,M,내국인,ST-610,ST-612,LCD자전거
SPB-05418,2017-09-01 01:09:45,00256,동아에코빌입구,1,2017-09-01 01:44:45,01823,W컨템포오피스텔앞,17,34,6870.00,\N,\N,비회원,ST-304,ST-631,LCD자전거
SPB-02801,2017-09-01 00:48:38,00222,시범아파트버스정류장 옆,3,2017-09-01 01:44:53,00565,옥수역 3번출구,6,55,11610.00,1986,F,내국인,ST-68,ST-366,LCD자전거
SPB-06373,2017-09-01 01:31:04,00634,외국어대 정문 앞,1,2017-09-01 01:44:58,00633,청량리 기업은행 앞,4,13,2410.00,1981,M,내국인,ST-401,ST-400,LCD자전거
SPB-02004,2017-09-01 01:39:15,01912,한신휴아파트 앞,10,2017-09-01 01:45:04,01912,한신휴아파트 앞,10,5,410.00,1977,M,내국인,ST-669,ST-669,LCD자전거
SPB-02635,2017-09-01 01:25:41,00418,월드컵경기장역 3번출구 옆,3,2017-09-01 01:45:09,00915,증산역 4번출구,1,19,2120.00,\N,\N,비회원,ST-89,ST-463,LCD자전거
SPB-06136,2017-09-01 01:39:21,00917,녹번역 3번출구,7,2017-09-01 01:45:22,00900,은평예술회관,4,5,940.00,1985,F,내국인,ST-465,ST-448,LCD자전거
SPB-08974,2017-09-01 01:38:39,00106,합정역 7번출구 앞,4,2017-09-01 01:45:25,00112,극동방송국 앞,3,6,570.00,1992,M,내국인,ST-8,ST-16,LCD자전거
